5808;9753
5846;4372
5846;4523
5846;5748
5846;5767
5846;5782
5846;5819
5846;5846
5846;5859
5846;5898
5846;5915
5846;5921
5846;5922
5846;5936
5846;5955
5846;5958
5846;5960
5846;5974
5846;5990
5846;6393
5846;6507
5846;8060
5846;8072
6098;63
6098;5491
6098;5508
6098;5543
6098;5746
6098;5765
6098;5794
6098;5824
6098;7402
6263;3667
6263;3675
6263;4117
6263;4157
6263;5266
6263;5408
6263;5954
6263;6490
6263;6492
6263;6577
6263;6723
6263;6758
6263;6828
6263;8097
6263;8109
6263;8161
6628;4986
6628;5437
6628;6279
6628;6504
6628;6549
6628;6582
6628;6589
6628;6636
6628;6640
6628;6696
6628;6703
6628;6764
6628;6922
6628;7201
6628;7750
6628;7831
6628;8052
6812;3009
6812;4657
6812;4760
6812;5082
6812;5281
6812;5340
6812;5345
6812;5590
6812;5592
6812;5606
6812;5621
6812;5626
6812;5628
6812;5692
6812;5694
6812;5725
6812;5727
6812;5729
6812;5757
6812;5787
6812;5796
6812;5805
6812;5806
6812;5837
6812;6374
6812;6653
6812;6709
6812;6867
6812;7813
6812;8041
6812;8080
6812;8086
6812;8141
6812;8458
6812;9577
6922;1162
7171;1151
7271;5613
7271;7245
7271;7251
7271;7266
7271;7278
7271;8204
7373;4524
7373;5662
7373;7377
7373;7379
7373;7381
7373;7389
7373;7391
7373;7393
7373;7400
7373;7416
7373;7417
7373;7418
7373;7419
7373;7421
7373;7858
7373;7871
7373;8178
7373;10027
7380;4040
7380;4058
7380;4095
7380;4220
7380;4596
7380;4808
7380;5059
7380;5068
7380;5375
7380;5479
7380;5552
7380;5808
7380;5993
7380;6803
7380;7253
7380;7373
7380;7489
7380;7526
7380;7529
7380;8003
7380;8125
7380;8179
7380;8288
7380;8331
7380;10028
7422;3844
7422;4310
7422;4572
7422;5282
7422;7380
7422;7433
7422;7434
7422;7437
7422;7439
7443;7440
7443;7441
7443;7442
7443;7447
7443;7449
7443;7451
7443;7452
7443;7550
7443;8183
7443;9668
7526;7530
7526;7536
7529;5138
7529;7009
7529;7525
7529;7527
7529;7528
7703;5129
7743;4261
7757;1145
7765;7774
7765;8026
7830;2813
7831;1132
8003;7387
8003;8006
8003;8007
8003;8010
8003;8011
8003;8012
8003;8014
8003;8015
8003;8356
8003;9755
8003;9758
8003;9764
8026;3708
8026;5042
8026;5100
8026;5184
8026;5204
8026;5878
8026;6098
8026;6263
8026;7340
8026;7354
8026;7422
8026;7443
8026;7611
8026;7741
8026;8036
8026;8123
8026;8567
8026;9118
8026;9651
8036;1146
8036;3689
8036;3715
8036;3719
8036;4770
8036;5306
8036;5591
8036;5619
8036;6321
8036;7268
8036;8057
8036;8176
8036;9667
8036;9765
8036;9766
8036;9767
8097;3209
8097;3435
8097;4555
8097;5583
8097;7334
8097;8021
8097;8090
8097;8091
8097;8092
8097;8093
8097;8094
8097;8096
8097;8098
8097;8100
8097;8101
8097;8103
8097;8106
8097;9537
8097;9540
8097;9542
8097;9543
8097;9545
8097;9762
8097;9763
8109;8013
8109;8111
8109;8113
8109;8114
8109;8117
8109;8118
8109;8121
8109;8165
8109;9733
8109;9734
8109;9760
8109;9761
8125;5469
8125;7572
8125;7703
8125;7891
8125;8248
8125;8260
8125;8263
8125;8582
8125;9756
8125;10205
8125;10310
8157;7131
8157;8184
8157;8198
8157;8199
8157;8226
8157;8238
8157;8241
8157;10040
8157;10041
8157;10042
8157;10043
8157;10045
8157;10046
8157;10054
8157;10056
8157;10057
8157;10066
8157;10067
8157;10068
8157;10070
8179;2751
8179;2867
8179;3005
8179;3066
8179;3161
8179;3179
8179;3194
8179;3680
8179;3706
8179;4090
8179;4762
8179;7171
8179;10030
8288;3187
8288;3188
8288;4075
8288;4137
8288;4203
8288;4665
8288;4872
8288;5399
8288;5455
8288;5553
8288;5556
8288;5558
8288;5701
8288;5702
8288;6184
8288;6652
8288;7154
8288;7172
8288;7574
8288;7579
8288;7581
8288;7582
8288;7583
8288;7587
8288;7588
8288;7589
8288;7590
8288;7591
8288;7594
8288;7599
8288;7600
8288;7601
8288;7603
8288;7604
8288;7605
8288;7606
8288;7607
8288;7608
8288;7610
8288;7612
8288;7616
8288;7620
8288;7628
8288;7631
8288;7635
8288;7654
8288;7668
8288;7670
8288;7671
8288;7676
8288;7677
8288;7684
8288;7689
8288;7691
8288;7699
8288;7701
8288;7704
8288;7706
8288;7707
8288;7708
8288;7718
8288;7721
8288;7724
8288;7725
8288;7748
8288;7749
8288;7751
8288;7755
8288;7758
8288;7759
8288;7761
8288;7776
8288;7777
8288;7778
8288;7780
8288;7797
8288;7801
8288;7803
8288;7814
8288;7815
8288;7817
8288;7819
8288;7823
8288;7852
8288;7854
8288;7856
8288;7865
8288;7872
8288;7873
8288;7874
8288;7877
8288;7881
8288;7882
8288;7883
8288;7905
8288;7920
8288;7940
8288;7941
8288;8027
8288;8029
8288;8032
8288;8083
8288;8088
8288;8187
8288;8200
8288;8208
8288;8221
8288;8254
8288;8258
8288;8259
8288;8265
8288;8300
8288;8445
8288;8453
8288;8462
8288;8575
8288;8733
8288;9757
8288;9768
8336;10128
8567;9664
8728;9665
9577;1114
9651;7374
9651;8095
9651;9652
9651;9759
10028;523
10028;1128
10028;3183
10028;3186
10028;4056
10028;4080
10028;4082
10028;4084
10028;4093
10028;4103
10028;4107
10028;4113
10028;4116
10028;4121
10028;4139
10028;4141
10028;4154
10028;4164
10028;4177
10028;4190
10028;4255
10028;4265
10028;4269
10028;4273
10028;4291
10028;4298
10028;4303
10028;4308
10028;4317
10028;4321
10028;4347
10028;4351
10028;4405
10028;4416
10028;4515
10028;4522
10028;4795
10028;4817
10028;4855
10028;4860
10028;5056
10028;5067
10028;5079
10028;5107
10028;5112
10028;5217
10028;5507
10028;5595
10028;5818
10028;5868
10028;5881
10028;6265
10028;6480
10028;6493
10028;6560
10028;6591
10028;6654
10028;6671
10028;6691
10028;6711
10028;6724
10028;6958
10028;7386
10028;7388
10028;7396
10028;7569
10028;7609
10028;7638
10028;7652
10028;7678
10028;7680
10028;7681
10028;7682
10028;7683
10028;7705
10028;7715
10028;7723
10028;7729
10028;7742
10028;7744
10028;7745
10028;7746
10028;7747
10028;7753
10028;7756
10028;7760
10028;7762
10028;7779
10028;7808
10028;7816
10028;7824
10028;7826
10028;7827
10028;7828
10028;7833
10028;7834
10028;7835
10028;7836
10028;7837
10028;7839
10028;7840
10028;7841
10028;7842
10028;7843
10028;7844
10028;7845
10028;7846
10028;7847
10028;7848
10028;7849
10028;7851
10028;7853
10028;7855
10028;7860
10028;7861
10028;7864
10028;7866
10028;7870
10028;7875
10028;7878
10028;7885
10028;7902
10028;7942
10028;7956
10028;8033
10028;8034
10028;8037
10028;8039
10028;8040
10028;8042
10028;8045
10028;8046
10028;8047
10028;8049
10028;8054
10028;8056
10028;8063
10028;8065
10028;8066
10028;8068
10028;8071
10028;8073
10028;8076
10028;8077
10028;8082
10028;8084
10028;8085
10028;8087
10028;8089
10028;8104
10028;8152
10028;8173
10028;8189
10028;8190
10028;8193
10028;8197
10028;8218
10028;8223
10028;8229
10028;8244
10028;8307
10028;8311
10028;8323
10028;8324
10028;8328
10028;8348
10028;8375
10028;8379
10028;8389
10028;8390
10028;8405
10028;8407
10028;8415
10028;8449
10028;8451
10028;8627
10028;8855
10028;9713
10028;10029
10028;10031
10028;10039
10028;10047
10028;10048
10028;10062
10028;10351
10226;2605
